Intensity_db,DB dIM,dRetention
14684.597,0.269,-58.8114
93185.39,,
12392.813,,
93147.1,,
88370.04,,
86994.375,,
86018.95,,
78389.9,,
75310.234,,
63071.7,,
59174.59,,
40546.688,,
33833.125,,
70717.75,,
67751.63,,
60105.387,,
52441.24,,
18643.17,,
14348.091,,
93006.4,,
59845.418,,
53172.918,,
44888.19,,
26636.93,,
16909.836,,
12256.501,,
12256.501,,
5804.1934,,
92830.54,,
86055.79,,
85327.71,,
80732.56,,
66824.18,,
63888.426,,
87267.52,,
85562.11,,
64497.438,,
61557.535,,
52818.926,,
43036.812,,
42918.34,,
41983,,
39770.203,,
39726.258,,
24666.959,,
22652.166,,
19052.348,,
11983.379,,
10277.174,,
7521.9785,,
6271.028,,
5383.1553,,
5176.705,,
70846.336,,
70572.61,,
63730.574,,
34821.996,,
34681.953,,
18951.287,,
92562.79,,
87066.17,,
86211.1,,
80649.164,,
80083.016,,
77023.17,,
71689.43,,
69789.73,,
69016.82,,
68617.11,,
67082.305,,
59091.516,,
35690.133,,
34051.05,,
33440.906,,
92385.85,-0.0483,130.9154
92336.57,-0.0028,-328.932
82755.18,-0.0024,-325.9729
80106.75,0.0012,-332.6318
78498.984,-0.0028,-328.5419
49797.2,-0.0032,-326.8602
48470.043,-0.0012,-325.6949
34228.223,-0.0076,-323.6287
30946.791,-0.0058,-316.8815
28475.506,-0.0111,-318.0476
67307.09,,
36275.883,,
91812.97,0.0335,-331.5149
88941.62,0.0313,-329.7414
84826.79,0.0328,-332.6801
82273.38,0.0298,-330.908
76026.46,0.0296,-327.8856
71112.85,0.0301,-328.7627
69550.195,0.0341,-328.3946
44072.605,0.0268,-317.1402
42874.727,0.0327,-314.8081
42321.69,0.0286,-318.8341
40592.42,0.0259,-319.4724
34789.973,0.0284,-322.333
25357.836,0.0171,-313.6473
87101.33,-0.0034,-238.2272
22571.03,-0.0102,-222.6871
20705.973,-0.0115,-221.4544
20028.023,-0.0161,-227.3502
91750.914,,
74267.125,,
38116.84,-0.0067,-2.3988
28863.732,-0.005,-5.2582
28738.479,-0.0072,4.5951
28389.584,-0.0065,-3.5659
84573.875,0.3091,-48.8681
74357.734,0.257,-47.7022
70410.766,0.3025,-46.1069
70161.234,0.2846,-46.1069
64512.047,0.283,-43.2962
63901.957,0.2892,-51.2014
62847.543,0.2974,-39.7985
58277.254,0.0165,-51.2014
54936.746,0.3154,-46.7945
49572.875,0.3002,-37.4653
46188.113,0.304,-43.6446
45421.918,0.0144,-49.1268
45061.7,0.0147,-47.9609
44587.266,0.279,-49.1268
40267.71,0.0142,-49.477
37849.945,0.2841,-50.7715
37316.656,0.0156,-36.6472
37098.03,0.2731,-42.4782
36964.04,0.2846,-46.9483
36633.934,0.3084,-46.9483
36570.203,0.0149,-50.4474
34802.926,0.289,-49.477
29467.861,0.2844,-38.9791
29302.734,0.0127,-50.6434
27881.986,0.0163,-51.8088
25562.38,0.2925,-48.1147
19023.602,0.0074,-39.3892
15123.984,0.0092,-42.6906
15110.376,0.0085,-43.8561
84899.29,-0.0098,108.1908
67372.37,-0.0094,109.5629
65205.324,-0.0097,107.8619
63514.293,-0.0102,106.6962
43132.57,0.2612,108.6014
41411.926,-0.01,118.3183
40455.08,-0.0113,119.484
40279.66,-0.0092,118.9601
40046.156,0.2613,112.248
39252.586,-0.0095,117.152
38838.477,0.2622,107.4344
37272.176,0.2618,111.081
37178.016,0.2597,108.1908
36775.047,0.2497,113.0606
36436.52,-0.0101,117.7944
29770.344,0.2623,110.1957
29181.479,0.2623,109.0296
27193.242,0.2628,111.8944
25103.834,-0.0456,115.1888
24251.322,-0.046,112.1004
24012.271,-0.0454,109.7667
22860.635,-0.0465,112.8573
22362.873,-0.0443,108.6014
21790.283,-0.0117,125.3835
21627.967,-0.013,124.2179
19410.13,-0.0472,116.5596
18578.293,-0.0461,111.8944
13824.599,0.2598,122.4589
13212.824,0.2596,118.9601
12361.062,0.26,118.3183
89864.27,,
76493.61,,
47775.176,,
44692.316,,
91070.28,,
80564.29,,
79351.19,,
70110.555,,
67475.33,,
66037.06,,
65235.79,,
53206.324,,
53028.91,,
37773.785,,
36630.836,,
36113.188,,
34571.043,,
91036.53,,
88262.71,,
49694.33,,
43536.836,,
37568.355,,
28702.803,,
12700.393,,
90930.71,,
76158.85,,
70270.29,,
66414.7,,
54214,,
52819.55,,
47553.348,,
45894.574,,
45031.24,,
39825.29,,
37867.61,,
34879.754,,
31882.938,,
28701.463,,
21832.47,,
84012.734,,
73201.984,,
62662.72,,
31618.688,,
15303.531,,
13179.71,,
90734.914,,
74520.77,,
73304.766,,
68275.5,,
62444.7,,
59997.59,,
59041.566,,
41576.273,,
37328.145,,
31982.932,,
27769.342,,
18039.074,,
90583.41,,
78699.25,,
73672.4,,
67544.34,,
58083.793,,
54625.715,,
50129.047,,
26886.322,,
26713.203,,
13094.4795,,
12996.224,,
10880.356,,
10854.5625,,
28761.867,,
14315.302,,
90453.94,,
79501.516,,
67151.9,,
61876.754,,
60780.86,,
59743.52,,
57517.656,,
56608.97,,
55719.594,,
55535.05,,
54951.2,,
53228.176,,
52601.266,,
50385.92,,
48311.05,,
48311.05,,
46098.39,,
45436.527,,
44166.246,,
35551.246,,
33106.96,,
30487.4,,
26600.479,,
20319.55,,
18028.068,,
17684.797,,
17673.512,,
14492.458,,
9518.196,,
90204.03,,
85579.8,,
74602.56,,
73164.66,,
64183.2,,
58637.105,,
56756.594,,
54619.387,,
42334.71,,
42230.133,,
42174.547,,
40782.246,,
40205.348,,
38932.47,,
33720.93,,
31919.271,,
28644.4,,
28579.193,,
28286.42,,
23178.74,,
22027.967,,
20290.213,,
19867.172,,
19097.926,,
17514.531,,
15878.349,,
15518.965,,
15192.6045,,
14113.531,,
13878.628,,
13739.309,,
13552.898,,
13247.128,,
12776.294,,
12433.4375,,
12053.886,,
10764.6,,
10678.1,,
10491.438,,
10484.524,,
10384.178,,
10133.785,,
9513.547,,
6336.0146,,
3565.824,,
90155.46,,
79148.09,,
75711.67,,
73828.13,,
73280.305,,
41901.344,,
39804.25,,
90073.76,,
79001.54,,
66792.414,,
64081.824,,
51616.438,,
49355.99,,
49072.76,,
32457.305,,
19585.71,,
17619.83,,
17082.209,,
90001.65,,
83964.67,,
83722.445,,
79763.39,,
55295.95,,
30808.291,,
79270.016,0.0259,-132.0424
73860.89,0.0221,-127.94
72475.984,0.0188,-126.9703
67436.56,0.019,-129.3027
52846.03,0.0174,-128.9299
34229.89,0.0109,-119.3751
27694.916,0.0128,-115.3449
24663.861,-0.1045,-129.7107
23062.416,-0.1057,-126.7752
18645.244,-0.1048,-120.2517
14439.06,-0.1058,-124.638
89892.99,,
89778.6,,
88977.96,,
80318.74,,
70561.734,,
64341.348,,
52251.8,,
37638.746,,
35892.574,,
28313.57,,
26201.883,,
24609.797,,
89650.98,-0.0239,239.0256
79611.2,-0.0006,234.3601
56895.355,0.375,242.1297
37628.836,0.3658,241.2016
18342.322,0.0377,242.4588
15578.575,-0.0021,243.573
14312.332,-0.0042,242.5996
14005.915,-0.0026,239.1018
12738.487,-0.0023,237.9352
9465.765,0.3484,-359.2999
89605.94,,
58829.49,,
55241.3,,
43242.88,,
37162.637,,
33260.66,,
19623.264,,
13674.433,,
22400.041,0.2828,-417.6166
64914.406,,
19634.352,,
18507.688,,
89386.086,,
81602.29,,
79048.31,,
73804.66,,
69079.85,,
62100.645,,
56438.676,,
38793.68,,
35251.547,,
29424.291,,
26563.65,,
16292.586,,
15744.8955,,
15702.964,,
9772.797,,
89248.93,,
87513.53,,
85098.09,,
71316.31,,
70576.32,,
65343.5,,
60035.047,,
56750.676,,
55045.984,,
54129.81,,
52830.89,,
52768.098,,
52560.38,,
51655.215,,
51298.438,,
32908.3,,
27612.248,,
27612.248,,
24529.37,,
23520.428,,
23133.055,,
22687.572,,
19407.176,,
11004.152,,
9977.223,,
81638.37,-0.0053,-157.8303
69877.48,-0.0055,-158.0077
42743.047,-0.009,-149.5997
40169.195,-0.0136,-427.1977
38762.715,-0.0123,-428.3627
32740.408,-0.0138,-421.4088
30733.076,-0.0138,-423.7418
29352.65,-0.0137,-420.0653
28579.658,-0.0139,-421.2298
24268.713,-0.0146,-426.2462
23156.803,0.2627,-153.3428
21775.22,-0.0065,-139.3254
16413.254,-0.0072,-141.0622
89031.53,0.0051,23.7202
87482.62,0.0024,16.7217
83870.42,0.0021,18.851
83105.26,0.002,22.8459
82241.41,0.0032,21.6806
66377.03,0.003,19.1361
61006.28,0.0012,19.7273
16691.164,-0.0015,30.6915
16138.767,-0.0044,30.613
12982.362,-0.0074,35.2771
36768.887,-0.0107,71.0465
31621.078,0.183,60.6834
87165.67,0.0188,19.7422
76788.75,0.021,17.4096
74480.43,0.0181,19.7085
70474.71,0.0185,18.5424
68501.6,0.0151,20.7383
47825.312,0.0119,29.1288
47678.324,0.01,27.9627
37605.324,0.0072,26.5102
21029.926,0.0034,35.6646
20795.92,0.0068,37.998
19631.197,0.0036,35.3489
12611.688,0.0133,-439.7287
82075.29,0.0375,-135.3992
73179.125,0.0396,-128.2737
54130.293,0.0093,-64.1316
37505.57,0.0365,-67.7573
26450.398,0.3166,-131.9008
23812.56,0.3198,-128.2737
23703.287,0.3188,-134.2326
14331.102,0.3122,-133.9117
10587.749,0.0295,-59.5874
85757.36,,
28035.164,,
6187.7173,,
88525.72,0.0048,-167.1547
88351.04,,
87862.31,,
87764.91,,
85309.305,,
80985.75,,
76162.23,,
75846.15,,
75470.48,,
72723.414,,
72196.74,,
71313.375,,
67963.305,,
67518.195,,
65106.47,,
63747.676,,
63613.3,,
58730.17,,
45598.574,,
38243.754,,
37980.78,,
32098.727,,
26890.658,,
26534.156,,
25991.664,,
19701.3,,
66436.24,0.1972,-113.0262
63680.17,0.0087,-112.3549
60013.45,0.1969,-114.1917
59079.387,0.1961,-114.3908
31161.713,0.1913,-99.4286
30615.682,0.1896,-107.5921
30324.484,0.191,-97.096
29525.783,0.1893,-98.2624
26288.787,0.0004,-102.9268
24433.654,0.0006,-99.4286
72086.54,,
65568.39,,
16418.729,,
13187.09,,
87669.25,0.0108,-93.7296
81745.69,0.0114,-94.8955
79328.9,0.0093,-92.9889
77953.625,0.0097,-91.8235
76648.64,0.0088,-88.932
75079.73,0.009,-94.1567
69443.47,0.0094,-92.2467
68901.72,0.0094,-95.7456
65693.66,0.0092,-93.4131
49072.332,0.007,-79.8669
45379.05,0.0068,-82.199
44131.785,0.0053,-82.8625
53242.484,,
47225.098,,
44562.51,,
39501.598,,
17310.422,,
16938.215,,
87421.53,,
85351.63,,
81641.96,,
75118.11,,
64484.74,,
63704.234,,
50158.547,,
48674.7,,
39808.484,,
36089.492,,
15494.826,,
11131.2295,,
70830.46,0.0021,4.7433
36111.117,0.2391,5.4904
34881.94,0.2361,6.0975
33954.273,0.0016,15.2059
33644.156,0.2376,10.2944
21998.303,-0.0018,18.696
20027.596,-0.0017,21.0286
87306.914,,
84701.61,,
84318.16,,
80635.73,,
79490.93,,
75684.64,,
74667.59,,
47884.67,,
43960.508,,
40897.758,,
87167.13,0.0657,36.8287
82807.58,0.0621,42.9534
71120.89,0.0628,40.1228
62032.047,0.2737,51.1187
60043.715,0.0646,40.4087
60004.875,0.0647,42.1662
51592.793,0.2795,48.7837
48672.168,0.2781,46.1591
36485.844,0.2763,48.5724
35971.406,0.2744,49.7381
35424.29,0.2773,47.9979
34352.523,0.2744,49.1634
34092.133,0.2748,50.9045
33533.465,0.2768,43.6281
23145.656,0.0616,56.63
21989.07,0.0608,55.4645
21063.25,0.059,54.2965
19742.564,0.0599,54.2171
17374.912,0.0624,50.7193
12973.78,0.0044,53.0519
10077.826,0.0025,37.9946
79341.82,,
51913.24,,
34999.93,,
81249.98,,
77297.47,,
68632.79,,
34091.984,,
30460.828,,
13145.429,,
86681.08,,
70557.87,,
64615.145,,
61345.14,,
22744.684,,
86579.25,,
74035.19,,
69474.66,,
64076.5,,
62805.99,,
62348.793,,
53479.496,,
27096.28,,
26543.334,,
25906.758,,
24070.898,,
22097.951,,
9988.832,,
83822.336,,
59514.848,,
31626.416,,
30637.242,,
28351.377,,
27495.37,,
21105.41,,
19890.426,,
86354.51,-0.0033,31.0205
77390.625,-0.0013,37.3443
73080.625,-0.0008,24.2225
68914.44,-0.0372,29.5607
43252.473,-0.0393,26.0616
42960.203,-0.0367,23.1378
33590.004,-0.0039,35.8577
31871.756,-0.003,33.059
26670.625,-0.0013,41.6883
25943.523,0.0004,36.9474
57191.324,,
38813.887,,
37974.41,,
19424.938,,
86266.84,,
83727.47,,
70261.08,,
65166.8,,
62981.91,,
42724.195,,
38504.125,,
86265.84,0.0103,219.397
62622.574,0.0078,221.5181
48258.168,0.0009,-276.3136
18517.37,-0.0021,-270.6514
86142.41,,
86131.45,,
79209.43,,
45293.73,,
15124.668,,
86128.84,0.0115,-11.1454
82495.2,0.0107,-13.2912
80124.164,0.0111,-8.6449
76311.66,0.0088,-10.0116
73926.52,0.012,-14.4576
53462.87,0.0085,-11.3283
29390.367,0.0011,1.7504
28137.695,0.0016,0.5836
26987.85,-0.002,3.7863
24745.35,-0.0035,0.2874
23758.37,0.0019,-0.5823
23615.97,-0.003,-0.8787
22600.084,0.002,-2.0442
86100.17,,
64101.547,,
53780.95,,
50752.656,,
49668.566,,
24918.82,,
18053.328,,
17698.29,,
84955.38,,
80682.32,,
78544.33,,
72031.39,,
61844.2,,
60118.8,,
58199.426,,
32840.883,,
30613.719,,
29813.525,,
29480.74,,
27350.494,,
26809.32,,
26373.104,,
25552.51,,
24554.58,,
23893.594,,
23842.75,,
21038.133,,
13912.853,,
85831.49,-0.0022,-69.1466
78360.4,0.1926,-76.0073
77281.73,0.189,-77.8708
67208.09,0.1913,-77.5254
59482.76,0.1888,-79.2257
36553.36,0.1856,-65.2628
35703.273,0.1861,-67.5949
34365.555,0.1853,-69.9281
34058.86,0.1856,-68.7608
32706.006,0.1843,-71.0944
30796.14,0.1857,-69.2935
30589.635,0.1851,-70.4584
19125.75,0.1821,-62.8623
78735.57,-0.0027,-42.8405
78544.57,-0.0028,-41.1154
73975.72,-0.0025,-44.4209
66636.516,-0.0035,-43.7881
53153.83,0.19,-44.6139
48343.277,0.1897,-49.4051
46938.47,0.1876,-44.0057
36397.79,-0.0019,-36.7152
70709.86,,
47217.05,,
29108.992,,
25916.025,,
85712.78,,
63104.832,,
62622.266,,
62449.547,,
60088.547,,
59098.605,,
26003.047,,
17507.44,,
17268.172,,
85524.164,,
81896.19,,
81275.414,,
80231.88,,
79131.88,,
78952.38,,
77029.69,,
72222.32,,
64600.516,,
85518.445,-0.0004,10.8046
85325.72,0.001,8.9051
79649.336,-1.00E-04,13.6958
66141.98,0.0013,9.857
30267.514,-0.0013,18.0956
29349.943,-0.0081,16.4172
27583.604,-0.0033,15.2508
85492.73,,
79154.95,,
75229.67,,
74471.01,,
68325.91,,
66084.9,,
64705.49,,
38573.664,,
37584.758,,
36097.707,,
35621.344,,
85470.29,-0.016,-35.6355
83638.414,-0.0174,-34.4703
80827.26,-0.0161,-37.3604
79847.516,-0.0135,-40.4265
63460.574,-0.0136,-40.107
85446.15,,
83909.97,,
81747.766,,
78616.23,,
74298.67,,
74185.78,,
73575.68,,
72437.89,,
70125.93,,
69545.234,,
33096.03,,
29817.688,,
28241.447,,
27179.072,,
27132.537,,
26876.994,,
22469.06,,
85364.734,,
77674.78,,
54535.293,,
52426,,
52370.05,,
51270.105,,
45826.293,,
45502.45,,
42498.438,,
41338.85,,
31821.32,,
19131.508,,
16944.242,,
15252.355,,
15012.022,,
14766.972,,
85354.92,,
67137.61,,
60257.39,,
60031.457,,
58508.05,,
54993.89,,
53608.26,,
44413.223,,
41023.016,,
40824.28,,
40598.63,,
30248.201,,
85169.42,,
81803.984,,
78015.18,,
59755.855,,
43864.145,,
35986.812,,
31977.451,,
85069.36,,
80915.9,,
79621.81,,
79256.59,,
73262.7,,
72121.27,,
69654.61,,
64881.25,,
64752.535,,
41806.11,,
40388.055,,
39898.02,,
30007.613,,
29554.926,,
28689.445,,
26228.39,,
85041.8,,
83728.71,,
82280.59,,
80131.18,,
72791.516,,
72386.93,,
72364.68,,
68982.44,,
66938.91,,
33943.094,,
33777.406,,
32159.877,,
19299.49,,
18290.787,,
85011.53,,
56217.61,,
37768.22,,
23461.13,,
21094.564,,
15990.544,,
15582.634,,
15485.988,,
14958.323,,
84925.914,,
79039.41,,
78648.09,,
75121.375,,
68385.07,,
68350.41,,
59919.24,,
53311.363,,
47873.168,,
41691.418,,
33072.594,,
28987.654,,
25012.1,,
23101.453,,
16950.41,,
14619.578,,
12558.895,,
10108.229,,
8613.709,,
84830.766,,
71579.22,,
66860.75,,
62693.332,,
62688.66,,
56220.418,,
41580.656,,
39474.57,,
16760.494,,
15775.102,,
14921.913,,
84667.48,,
62116.094,,
50153.84,,
39643.21,,
33973.656,,
26845.447,,
26141.14,,
24535.525,,
20085.465,,
17304.328,,
15718.903,,
15419.769,,
84471.74,,
70248.586,,
61350.61,,
57754.88,,
76519.17,,
64007.402,,
55755.176,,
52071.293,,
50846.746,,
50318.26,,
30839.062,,
25647.041,,
11804.391,,
84350.25,,
79013.55,,
78912.37,,
70783,,
68126.34,,
61686.74,,
35219.203,,
27362.617,,
26373.615,,
24880.56,,
84285.734,,
67382.94,,
67101.445,,
65559.73,,
64788.266,,
52778.207,,
52578.19,,
39341.2,,
37674.36,,
31715.162,,
69573.31,,
64600,,
58453.984,,
51445.074,,
32128.963,,
24834.148,,
21612.947,,
20385.604,,
13562.397,,
84018.766,,
74249.45,,
71067.31,,
71011.766,,
68730.445,,
63171.97,,
59233.676,,
48881.082,,
45443.062,,
43850.094,,
43599.03,,
42474.17,,
41329.74,,
36646.57,,
35519.5,,
33620.934,,
17090.219,,
14172.035,,
84008.77,,
82625.5,,
69335.53,,
66155.02,,
63857.23,,
38180.652,,
83948.33,0.0142,38.6344
80589.75,0.0153,37.4677
77711.34,0.0167,36.7142
72111.15,0.0144,39.1938
70700.836,0.0149,35.5479
70356.625,0.0099,42.3421
66335.805,0.0127,36.3008
61323.793,0.0129,38.0282
39273.508,0.0002,51.0932
32732.729,0.01,52.9158
83880.56,,
70735.86,,
69329.09,,
65859.31,,
63559.03,,
44789.33,,
33285.566,,
23675.316,,
16946.783,,
9358.056,,
83333.945,0.0039,-93.7656
79981.2,0.0037,-90.7422
77292.17,0.0043,-94.37
36369.8,0.0018,-82.3291
33374.55,0.0012,-84.6612
33333.82,0.0027,-84.0277
21697.281,-0.0043,-77.6715
20204.229,-0.0046,-76.4294
19701.512,-0.0014,-78.7624
56679.51,0.2152,-208.0679
49497.797,0.2137,-205.7307
46040.332,0.183,-209.437
44438.293,0.1844,-203.606
44433.344,0.1863,-204.7721
43198.6,0.1862,-205.7307
42701.477,0.1849,-203.2562
41716.234,0.183,-208.2705
40525.547,0.1857,-206.1477
25438.828,0.0211,-202.6497
18984.283,0.0326,-202.44
28639.564,,
26188.549,,
25676.232,,
14997.41,,
83575.41,,
82354.61,,
63185.887,,
54213.926,,
29926.38,,
23938.213,,
51617.76,0.0007,-165.6597
32686.664,0.0369,-42.0369
31581.62,0.0243,-47.3005
30532.814,0.0246,-48.4667
20634.012,0.0218,-47.8688
19874.541,0.0254,-44.1328
19231.418,0.0213,-46.3763
19139.605,0.0247,-46.7027
17939.947,0.0204,-47.5425
15934.086,0.0254,-46.9043
15413.673,0.0214,-46.4656
15225.168,-0.0026,-157.7891
14190.199,0.0225,-45.7393
13354.362,-0.0016,-155.457
11250.087,-0.0011,-157.218
83465.84,,
83264.29,,
82112.08,,
79224.71,,
72998.33,,
59273.016,,
57579.203,,
53837.152,,
36817.008,,
34383.43,,
31853.338,,
24693.781,,
22211.555,,
17051.7,,
15937.535,,
82970.47,,
82841.78,,
78354.234,,
68609.375,,
67589.61,,
69234.28,,
66561.87,,
64839.207,,
52758.375,,
33832.06,,
82753.375,-0.1442,58.3344
82656.336,0.0314,-393.9355
80664.98,0.0324,-392.0181
74072.664,0.0354,-390.2913
70239.65,0.0335,-393.1844
64417.44,0.0366,-394.1393
62391.176,0.0338,-392.6224
60925.438,0.0281,-392.4408
39849.617,0.0274,-384.732
38290.742,0.031,-385.8983
34586.777,0.0315,-387.0654
19535.686,0.023,-381.6739
82652.24,,
79475.66,,
69891.734,,
66822.89,,
65868.65,,
59104.453,,
33242.85,,
71013.91,,
40397.76,,
40228.617,,
82591.05,0.0143,136.0789
64731.94,0.014,137.6626
63663.19,0.0134,136.883
60964.363,0.0122,132.0189
35437.094,0.0099,144.6247
33870.48,0.0093,147.5944
31714.041,0.0091,145.2628
27564.768,0.0092,141.7633
25399.65,0.0099,140.5983
21814.016,0.0072,139.4308
56614.562,0.0115,-27.3811
36260.47,0.0099,-20.9708
18877.129,0.0114,-11.424
74764.58,,
65292.375,,
57978.67,,
56099.84,,
54074.387,,
41697.75,,
40978.75,,
40534.49,,
36263.44,,
36006.15,,
31639.36,,
23131.68,,
6147.1523,,
82338.49,,
77454.49,,
76500.62,,
75636.53,,
70673.93,,
70287.195,,
62300.875,,
60366.453,,
56983.51,,
54967.01,,
54496.965,,
53501.832,,
52481.812,,
47086.875,,
82304.055,0.0825,-532.6535
70764.2,0.0835,-532.7348
60525.855,0.085,-563.2821
60525.855,0.0829,-564.4474
49747.246,0.0811,-568.7356
49056.48,0.0803,-536.3626
30226.139,-0.028,-529.5782
29315.025,-0.0272,-530.7444
24824.555,-0.0264,-533.6073
24392.578,-0.0318,-529.2348
21708.594,0.0843,-563.0045
21050.28,-0.0289,-557.4497
21028.988,-0.0258,-531.2744
20155.008,0.0814,-530.946
18553.84,0.0837,-563.7766
17670.492,-0.0286,-565.237
17638.678,-0.0277,-566.403
17064.473,0.0799,-532.3466
9335.061,0.0794,-529.5928
7734.42,-0.0264,-529.78
82164.25,,
81889.26,,
77529.625,,
76692.16,,
67217.664,,
59617.613,,
57337.953,,
56634.47,,
55181.344,,
50290.78,,
48868.605,,
48726.51,,
48159.625,,
47911.613,,
46440.02,,
45485.14,,
39019.33,,
19571.855,,
14391.238,,
13514.941,,
10591.934,,
8897.544,,
8573.868,,
6719.67,,
6005.334,,
2611.9338,,
82153.266,,
81428.3,,
70844.78,,
68229.39,,
60716.938,,
39950.32,,
39750.5,,
39612.03,,
37186.965,,
36748.473,,
36702.85,,
18469.498,,
18427.584,,
81946.586,,
77165.81,,
75781.64,,
72082.234,,
62981.848,,
59863.52,,
29145.744,,
18887.879,,
81934.54,,
71465.51,,
70213.63,,
67925.07,,
67557.96,,
63450.418,,
62335.734,,
37271.36,,
34277.55,,
31167.42,,
30642.64,,
29721.55,,
23046.775,,
22839.393,,
19234.934,,
18515.588,,
81917.04,,
68344.95,,
61779.027,,
57563.22,,
57171.902,,
50309.668,,
26436.365,,
22108.756,,
81867.71,,
81323.6,,
73019.61,,
69972.914,,
69620.46,,
67869.96,,
65105.33,,
64796.195,,
60623.527,,
60326.707,,
60316.926,,
58529.36,,
54125.95,,
48532.76,,
45642.76,,
81731.695,,
78466.81,,
66374.8,,
63989.332,,
62104.582,,
62033.81,,
54851.78,,
50055.13,,
27468.717,,
81693.79,,
73610.94,,
63625.016,,
60891.508,,
53726.965,,
45552.426,,
81693.2,,
81535.664,,
78202.35,,
70925.27,,
67662.35,,
63169.25,,
60712.2,,
53539.22,,
52722.496,,
45025.953,,
39799.605,,
39067.97,,
38432.8,,
38429.93,,
37386.42,,
36775.5,,
36692.676,,
35418.82,,
34454.57,,
33611.176,,
29650.656,,
29070.166,,
29045.053,,
29040.697,,
29000.445,,
28784.61,,
27384.46,,
13155.323,,
11424.739,,
9902.777,,
9830.621,,
9629.59,,
9457.3955,,
8501.692,,
73186.78,,
18037.97,,
81291.76,,
80947.555,,
69988.11,,
59569.145,,
56726.285,,
27953.271,,
25732.502,,
24823.9,,
24107.537,,
23847.492,,
23273.746,,
17464.207,,
26975.008,,
80690.66,,
72696.55,,
65390.953,,
58384.582,,
43187.66,,
41106.996,,
18728.107,,
80563.47,,
70070.6,,
69569.47,,
66311.25,,
56681.73,,
53517.137,,
47414.168,,
27849.854,,
23863.588,,
65485.33,,
32907.137,,
79789.54,0.0137,87.1848
37487.71,0.0148,95.6335
23158.305,0.0096,104.8057
20449.596,0.0113,98.4084
19953.973,0.0138,97.242
19313.713,0.0131,98.9754
18124.387,0.0109,97.8083
16555.176,0.013,102.4731
80105.74,-0.0089,396.6934
79316.29,-0.0094,395.5273
67181.58,-0.0097,401.4858
65629.5,-0.0097,398.7204
58463.582,-0.008,398.1766
54643.11,-0.0083,398.8124
48616.84,-0.0096,397.6458
46200.39,-0.0109,396.4792
39859.2,0.2046,402.5258
39595.836,0.2025,403.3866
39312.758,0.2006,404.5519
34939.344,0.2017,407.3172
27168.053,-0.015,414.6993
25275.678,-0.0093,409.5264
79983.414,,
76519.14,,
75916.46,,
56524.64,,
54565.89,,
38082.25,,
34633.066,,
17912.09,,
16969.605,,
16849.27,,
11907.513,,
79746.375,,
79270.66,,
78352.19,,
76579.195,,
71194.336,,
68844.14,,
64207.902,,
56261.83,,
55159.137,,
31751.547,,
29483.69,,
27312.232,,
23806.162,,
11660.329,,
79575.75,0.0139,119.1062
79520.016,,
72461.41,,
68504.695,,
63825.8,,
56271.652,,
43415.215,,
37719.95,,
37385.746,,
36987.34,,
17349.648,,
17185.781,,
17012.865,,
79492.766,0.022,-337.1792
71242.9,0.0218,-334.6062
70104.336,0.0212,-341.0821
69177.07,0.0211,-339.916
64485.594,0.0202,-335.7736
59905.36,0.0207,-336.755
53101.348,0.0206,-345.939
37078.176,0.0142,-332.3519
30142.547,0.0166,-337.8293
19464.832,0.0117,-328.9112
8440.01,0.008,6.0743
79469.23,,
67816.195,,
58105.734,,
52668.688,,
50651.215,,
48348.047,,
27643.713,,
27389,,
21845.25,,
21483.887,,
12381.837,,
10393.613,,
70143.05,,
64501.89,,
53787.55,,
50108.27,,
45605.375,,
14738.208,,
79260.68,,
74744.4,,
70379.09,,
68784.125,,
54202.863,,
39841.94,,
38603.93,,
24625.994,,
79070.43,0.1336,42.1285
78822.18,0.1322,40.9613
61708.977,0.1315,42.5637
57145.86,0.1315,45.7746
54767.184,0.1317,44.0494
54527.73,0.1312,44.6077
54279.504,0.1305,42.882
44793.594,-0.0162,41.7164
40707.344,0.131,44.2578
39480.18,-0.0163,44.6077
38883.156,-0.0166,37.4628
37334.45,-0.0177,41.398
36749.145,-0.017,40.7605
36627.4,-0.0162,40.5506
26479.56,0.1279,56.5082
24967.088,-0.0174,39.5942
24210.727,-0.0164,55.9907
23589.39,-0.0165,55.3415
23023.75,-0.0152,56.5082
21826.047,-0.0148,54.1757
21189.52,-0.0164,52.491
21073.256,-0.0181,51.8428
20742.334,-0.0136,58.3226
20703.994,-0.0177,53.6575
19884.707,-0.0137,57.1559
19767.596,-0.0149,59.4882
18804.242,-0.0103,60.6559
78794.234,-0.0119,-105.4402
62027.24,-0.0135,-103.4727
61260.027,-0.0129,-103.3354
33819.523,-0.0159,-90.399
14545.281,-0.0213,-86.5272
74347.22,,
49934.676,,
46885.918,,
23322.271,,
18940.77,,
78785.945,,
78566.95,,
77203.29,,
75092.83,,
73316.57,,
72808.82,,
69928.65,,
66574.5,,
64958.625,,
63631.594,,
62411.777,,
62223.06,,
60806.49,,
55793.574,,
54878.855,,
53517.49,,
53305.16,,
52844.605,,
52328.01,,
50039.453,,
49754.13,,
49244.457,,
46176.24,,
44755.3,,
40594.61,,
39020.605,,
38528.152,,
38330.316,,
35338.094,,
34945.016,,
31635.969,,
31405.256,,
30516.562,,
78702.97,,
76389.44,,
71400.33,,
62625.016,,
54359.434,,
48961.44,,
46511.2,,
45329.38,,
44721.76,,
43897.086,,
