Intensity,DB dIM,dRetention
260390.95,-0.02,18.6584
257845.36,-0.0156,12.9888
256367.19,-0.0217,18.7319
249863.89,-0.021,7.2508
248993.27,-0.0132,1.6806
248462.56,-0.019,8.4105
245033.94,-0.0141,9.7553
244825.55,-0.0222,15.2342
242207.98,-0.0151,11.8233
241583.98,-0.0199,15.1586
239805.83,-0.0206,6.7021
239497.83,-0.0249,23.6
238640.61,-0.0229,10.0288
237722.02,-0.0234,18.7641
233836.48,-0.0208,15.9026
229468.33,-0.0213,2.5854
227861.19,-0.0088,-6.4237
227780.25,-0.0172,4.9118
225570.94,-0.028,20.3147
225131.7,-0.0093,6.2562
220145.2,-0.0206,14.3932
203151.77,-0.0224,16.3262
201866.83,-0.0196,2.6728
200144.73,-0.0257,10.029
196899.3,-0.0207,6.2934
194434.45,-0.0083,-7.5898
193646.8,-0.0256,17.3447
185666.7,-0.0219,1.4198
181322.61,-0.0175,3.7457
180262.45,-0.0275,6.2066
163340.4,-0.1918,23.4112
162005.45,-0.1757,19.9058
160185.19,-0.1911,23.3973
159638.08,-0.1719,19.899
150250.78,-0.1922,23.6825
147609.97,-0.1879,24.657
147566.95,-0.1722,14.1559
143680.89,-0.1707,19.824
139515.53,-0.1685,8.5879
139095.47,-0.1857,14.8671
137244.53,-0.1764,20.1819
136619.55,-0.1692,6.2562
132535.53,-0.0301,15.3913
132160.25,-0.1695,9.5769
130770.07,-0.1742,12.9888
128082.26,-0.1825,15.6758
121370.47,-0.0311,19.7826
120100.74,-0.1672,2.8472
118093.35,-0.1671,15.2342
117388.086,-0.1894,18.0609
114906.75,-0.1661,-6.4237
114193.16,-0.1705,5.9599
112344.84,-0.174,4.9188
109835.75,-0.174,15.5594
108935.414,-0.0274,11.8095
106606.85,-0.1721,16.8962
105778.055,-0.1652,11.8233
99585.56,-0.1804,6.0787
97243.16,-0.1802,15.1586
94324.94,-0.0311,17.0622
482502.97,-0.0263,1.4574
474836.9,-0.0259,1.0253
473700.62,-0.0256,1.5004
439736.66,-0.0248,-1.9986
424788.62,-0.0261,-2.473
417282.6,-0.0297,-3.2095
167975.42,-0.0293,8.7249
166777.89,-0.0307,4.7848
153579.48,-0.0323,2.8931
149613.28,-0.0308,5.4404
149096.98,-0.0271,6.2001
144981.7,-0.0337,-1.0473
140795.02,-0.0308,0.1595
139568.98,-0.0287,0.4471
137154.7,-0.0261,-4.2941
134294.08,-0.0282,-0.7972
131316.58,-0.0233,-4.8235
129600.29,-0.0317,1.6209
127118.77,-0.0292,-1.9639
119828.06,-0.0305,0.4548
116265.02,-0.0217,-10.0883
115246.73,-0.032,0.7748
114723.65,-0.02,-9.7149
108844,-0.0207,-10.8805
56191.266,-0.0328,26.1114
38878.406,0.2492,-8.5492
36022.277,0.2461,3.9457
35835.098,0.2502,-2.4907
35621.29,0.2516,-9.7149
35466.188,0.2484,0.371
35435.234,0.2486,-0.7948
35309.734,0.2484,-8.9215
33291.785,0.2443,2.779
33040.957,0.2428,3.6583
30990.521,0.2478,2.7023
30758.664,0.2431,2.4921
30469.354,0.2479,1.6135
29921.328,0.2453,1.5344
29007.709,0.2419,2.4515
27073.729,0.247,8.7249
25831.994,0.2458,7.5587
22018.69,0.2452,5.9471
20101.293,0.2463,4.7806
19635.21,0.2412,6.0917
19416.783,0.2463,3.1079
16952.477,0.2376,9.0071
15587.401,0.2462,4.9634
14055.601,0.2406,11.5407
9084.547,0.2455,2.6301
481332.66,0.1685,304.5305
90607.52,-0.056,312.8246
79755.42,-0.0588,310.3618
78984.3,-0.0555,310.4926
78984.3,-0.0417,310.4926
78569.39,-0.0594,311.1666
76965.18,-0.0421,305.697
68146.45,-0.0414,308.4462
67271.484,-0.043,306.3021
61881.26,0.1662,310.4926
59865.22,-0.0418,307.6672
50450.516,0.1662,436.9223
49160.86,0.1625,309.6135
37799.703,-0.045,318.908
37434.13,-0.0432,316.046
35213.188,-0.0438,317.7411
31226.406,-0.0447,315.4084
29153.795,0.1622,307.2804
20823.191,0.1653,316.046
19048.117,-0.0483,324.8115
14166.517,-0.0467,323.5645
9096.097,0.1662,442.0033
480689.25,0.0056,98.7777
477855.16,0.017,97.6102
467663.34,0.0023,100.6999
453344.34,0.0041,101.2582
453227.78,0.0161,101.2582
452245.53,0.0116,97.2007
425540.9,0.013,91.7806
396028.97,0.0122,95.4265
390299.97,0.0029,98.0388
387892.34,0.0026,99.7386
382786.62,0.0007,96.8734
379349.84,0.0123,95.7053
376829.53,0.0056,94.2606
375589.78,0.0098,92.5375
371167.03,0.0127,97.4067
338608.47,0.0105,92.7408
320590.47,0.0066,91.0406
313168.88,-0.0057,103.3047
249220.75,-0.0062,103.8296
246403.12,0.0124,106.8039
246403.12,-0.0023,106.8039
226196.58,0.0062,99.1642
224452.42,0.0092,99.8064
208493.3,0.0099,98.6403
144677.05,-0.0099,110.8193
138360.88,-0.0062,112.2031
132272.84,0.003,103.8219
126059.02,0.0018,102.6547
91328.9,0.0048,103.8981
73718.2,0.0451,-303.5769
71983.805,0.0459,-304.7419
67605.164,0.004,107.0865
67416.43,0.0009,108.2792
64426.203,0.0442,-297.1398
57591.074,0.0455,-299.9486
54627.5,0.0433,-298.4968
53568.688,0.045,-301.6229
53193.44,0.0451,-302.79
44185.27,0.0436,-303.162
36250.113,0.0022,112.1689
34833.75,0.0019,111.2236
22626.812,0.0428,-283.8982
19508.773,0.0425,-280.4008
479041.3,-0.0268,-54.5001
354125,0.0066,-66.3829
352303.12,0.0079,-60.9515
322937.3,0.0071,-63.8295
309886.75,0.0051,-65.1844
304965.47,0.0203,-54.6887
301944.25,0.0146,-63.2842
288965.66,0.0069,-63.6474
223777.48,0.2253,-64.0492
201147.3,0.2104,-62.6631
197690.83,0.014,-58.8887
196433.17,0.0161,-61.2202
193969.05,0.2265,-63.8295
188962.7,0.0129,-52.2424
180555.44,0.2257,-60.9515
140010.86,0.2244,-64.0185
119576.56,0.2273,-63.6474
105534.02,0.01,-53.4956
101296.836,0.0056,-53.5674
55748.66,0.0066,-52.6002
48463.996,-0.0016,-54.9324
45895.3,-0.0223,-55.8835
36605.094,0.2195,-56.9074
34265.51,0.2234,-58.8887
30508.217,-0.0007,-52.2416
30178.865,0.2227,-60.0549
28434.482,0.0024,-52.0581
19634.371,0.2187,-51.236
18149.117,0.2203,-51.1633
478417.4,,
478417.4,,
465937.53,,
453576.84,,
452403.66,,
436513.16,,
433299.1,,
419070.84,,
380898.4,,
376070.34,,
369411.5,,
365229.47,,
364763.84,,
359124.84,,
351210.16,,
203654,,
201183.31,,
181512.75,,
180544.67,,
177958.2,,
146516.45,,
106993.47,,
103780.12,,
100589.03,,
50511.547,,
44229.72,,
42684.89,,
28631.432,,
23453.92,,
21599.215,,
16921.955,,
478152.03,-0.0198,121.6951
468023,0.0063,116.2903
460406.4,0.0059,114.6986
459229.1,0.0218,117.0312
458987.66,-0.0116,126.787
402898.62,0.0079,110.46
391133.66,0.0043,109.2931
370341.75,-0.0243,118.1053
365227.75,-0.0294,119.8398
355612.47,0.0058,110.0324
328316.16,0.0058,108.8667
297237,0.0024,117.5088
294735.88,0.0013,116.9387
272037.94,-0.0188,115.1765
228053.56,-0.0015,112.8438
225136.52,-0.0026,112.2743
199203.75,-0.0263,125.4368
186541.05,-0.0671,120.9558
178264.17,-0.0727,121.6033
175644.25,-0.0044,121.9375
175042.77,-0.0278,125.4677
172001.78,-0.0035,124.6628
171144.78,-0.0305,124.3343
169019.86,-0.0309,122.1682
168276.48,0.0166,122.3293
160932.16,-0.0256,130.4933
156037.55,-0.0093,120.4113
150343.38,-0.027,124.7532
148041.97,-0.0084,116.2427
144596.14,-0.0033,123.8653
140373.72,-0.0685,112.3654
139986.38,-0.0728,114.6066
134463.73,-0.0007,115.076
127486.34,-0.0031,121.6781
127210.79,-0.0673,111.6263
127156.32,-0.0721,115.1765
122972.71,-0.069,111.1986
121924.44,-0.0064,114.9405
120593.46,-0.0257,122.3579
117837.48,-0.0013,116.4985
103248.13,-0.002,115.3333
100529.96,-0.0057,113.7742
100098.77,-0.0096,114.2596
99683.19,-0.0808,125.5
92032.29,-0.076,122.6042
90855.9,-0.0063,116.6549
90500.18,-0.0744,117.6652
89286.25,-0.0768,116.1065
85945.63,-0.0169,117.9176
85945.63,-0.0019,117.9176
85882.84,-0.0775,114.9405
84871.6,-0.0817,116.5944
84800.88,-0.0754,130.1383
84315.44,-0.0763,116.2427
83184.71,-0.0058,123.2929
77256.22,-0.0786,115.076
73678.85,-0.0787,115.3333
65454.266,-0.0023,117.8787
61563.324,-0.0769,117.6095
60907.5,-0.0021,116.7501
56338.047,-0.0775,117.9176
53197.707,-0.0761,118.7269
25601.63,-0.0844,127.2153
22467.295,-0.0037,117.8091
21452.83,-0.009,126.7277
19503.668,-0.0145,122.652
18752.447,-0.0832,122.6887
18594.54,-0.0844,124.1613
18235.873,-0.0137,122.7104
16283.777,-0.0153,120.9922
14891.714,-0.0084,118.658
13131.655,-0.0831,122.7104
10537.029,-0.0111,123.6548
9091.186,-0.0844,124.6568
6661.7583,-0.0766,117.7171
477593.1,0.0198,-121.6951
436051.9,0.0219,-127.5252
434679.72,0.0191,-120.9144
424703,0.0221,-117.5908
380629.6,0.0211,-128.6925
371894.28,0.0195,-123.4236
365075.38,0.0188,-125.5786
333592,0.0184,-117.9584
314838.25,-0.0069,-123.2055
298106.47,0.0168,-123.2055
295878.8,0.0152,-123.7903
158496.12,-0.0158,-110.8853
127903.375,0.0139,-120.214
114745.9,0.0161,-119.1142
38334.61,0.0103,-114.0038
29175.383,0.0113,-114.6137
11993.8955,0.0094,-112.1027
477515.9,0.0279,275.519
462757,0.0263,277.4215
446758.88,0.0266,279.1486
412241.75,0.0253,269.6882
404769.22,0.0252,272.7573
404295.22,0.0258,274.4833
365064.16,0.0313,277.6389
357128.12,0.041,271.1744
342488.03,0.0259,271.8086
210748.55,0.0239,277.0527
204128.08,0.0338,280.0481
204128.08,0.0206,280.0481
138885.5,0.0239,284.2676
106748.34,0.0216,284.0849
76328.71,0.0297,280.5867
58605.613,0.0221,290.8362
55259.324,0.0217,287.3121
46089.39,0.0173,293.575
39016.008,0.0215,294.9447
477051.6,-0.2004,-443.2533
464482.9,-0.1771,-450.2489
423377.12,-0.1788,-447.6945
412897.62,-0.1771,-454.9154
388813.9,-0.2,-445.9866
388570.78,-0.1765,-444.8203
359868,-0.2026,-444.1954
356693.38,-0.1785,-450.2231
356347.22,-0.1811,-452.3587
350234.9,-0.1783,-446.3522
350188.47,-0.1809,-449.4856
337372.97,-0.1987,-443.6542
330486.03,0.0165,-449.084
323065.62,0.0436,-452.5818
321789.88,0.0419,-441.3224
320680.84,0.0483,-442.4879
316716.9,-0.1771,-451.0175
314893.72,-0.2,-443.226
311304.66,-0.203,-440.8925
311159.88,0.0461,-448.3198
310167.62,0.0299,-447.1526
307792.3,0.0148,-446.527
303258.97,-0.1999,-444.0199
300670.72,0.0433,-448.8595
293103.4,0.0437,-454.9154
292290.66,-0.1788,-453.7214
258452.08,0.0438,-452.3587
240669.17,0.0197,-441.6884
239555.19,0.0432,-450.2231
235038.5,0.0457,-448.6854
208751.8,0.0405,-453.7214
196888.39,0.0338,-452.1845
191480.48,-0.1786,-442.7611
178844.75,-0.1815,-444.2715
156030.44,-0.1783,-447.4251
114343.57,0.0268,-442.7611
109537.164,0.0433,-439.6068
108285.44,-0.1672,-436.2017
100303.54,-0.1839,-440.8655
92529.02,0.0432,-446.2594
86103.23,-0.1835,-439.7719
80904.5,0.0394,-445.4366
80419.43,0.0429,-447.4251
64960.17,-0.167,-434.1823
50016.418,0.0237,-438.534
48183.094,0.033,-439.7719
47779.363,-0.1871,-438.848
44750.74,0.0389,-439.699
41277.15,-0.1838,-440.0144
41146.742,-0.1878,-439.9713
40513.953,0.0442,-440.8655
39683.504,0.0411,-440.9388
22686.648,0.0422,-438.848
21752.838,-0.1795,-432.5762
21467.95,-0.1858,-433.7417
19323.115,-0.1824,-434.9085
18515.78,0.0371,-438.8054
8507.408,0.0392,-434.6894
5109.2417,-0.1834,-438.2634
476617.1,,
475837.03,,
463263.84,,
347117.25,,
339257.84,,
474637.53,0.0007,-38.8868
473896.16,0.0116,-40.0534
447079.75,0.016,-45.8879
438929.34,0.01,-36.6008
432421.88,-0.002,-34.0936
423201.47,0.0082,-37.593
413799.34,-0.0013,-41.091
411929.62,0.0137,-43.5997
399812.66,0.0148,-42.2585
354430,0.0084,-37.9354
337976.03,0.0092,-44.8066
335691.8,0.0105,-44.9337
190379.5,0.0038,-37.7182
182324,0.0041,-39.5442
156089.03,0.0071,-40.7103
83447.86,-0.017,-28.8414
65923.18,0.0004,-34.6722
58829.72,-0.0009,-34.9871
36454.87,-0.0061,-29.1655
35613.926,-0.0121,-26.795
31919.006,-0.0083,-29.1275
30489.344,-0.0093,-30.3321
29698.727,-0.0078,-30.2942
473519.88,0.0081,-547.9365
468900.16,0.0077,-544.2139
458352.34,0.0075,-543.6681
429253.34,-0.0007,-550.0439
422013.6,-0.0014,-549.5054
415737.72,-0.014,-544.4375
414604.9,-0.0002,-553.7669
401207.1,0.0074,-544.028
393530.88,0.0059,-546.7328
310235.72,0.0006,-551.0248
279418.3,0.0026,-539.2698
271099.4,-0.0015,-552.564
268540.44,0.0012,-539.6215
258204.33,-0.0021,-545.1
237503.75,-0.0059,-544.2861
153641.67,-0.0073,-538.6165
144336.61,-0.005,-539.7107
142429.95,-0.0058,-539.7837
88115.77,-0.0083,-537.7917
83503.41,-0.0141,-538.9581
81612.05,-0.0084,-537.6899
74560.11,-0.0085,-538.8561
47048.105,-0.0098,-535.9398
39195.684,-0.0071,-536.1226
10730.2,-0.0078,-530.1931
473399.66,0.0236,163.6974
469404.1,0.0231,164.0538
458226.16,0.0231,162.8343
433905.66,0.0249,160.1983
427669.25,0.0169,159.3363
407931.25,0.0247,160.5546
153247.05,0.025,162.4241
150259.62,0.0275,156.5
145412.34,0.0231,160.5972
144658.58,0.0239,159.4308
141681.2,0.0283,155.2066
126432.69,0.0207,164.3019
121532.375,0.017,167.4769
118239.15,0.0199,163.9858
109592.91,-0.0328,164.0002
105937.45,-0.0108,174.0088
100197.4,-0.0189,172.4766
99995.79,0.0084,166.3463
97315.04,0.0165,167.8116
93795.57,-0.0327,163.6974
90587.88,-0.029,164.0538
87210.09,0.0157,169.07
82840.03,0.0152,169.3419
77266.5,-0.005,170.9763
75269.55,-0.0369,170.5089
74966.2,-0.0359,169.07
73719.52,0.0156,166.7374
70255.69,-0.0349,170.1434
67715.82,-0.0361,167.4769
64996.043,-0.0359,167.9033
62725.02,-0.0359,167.5126
60172.73,-0.0397,168.1757
59787.387,0.334,162.9286
59036.33,-0.029,168.9672
58514,0.3363,155.3336
56828.316,-0.0316,166.3188
56707.69,0.3343,163.591
55276.66,0.3346,164.756
54628.355,0.3313,160.5972
50782.543,0.3318,165.4683
49210.56,0.3342,155.2066
46953.953,0.3295,167.4769
45329.75,0.3275,163.9858
43328.758,0.3267,166.3106
42578.96,0.3269,166.3463
42497.84,0.3317,171.7877
40871.977,0.33,169.07
40041.94,0.3318,168.9777
39224.152,0.3299,170.6215
28791.807,0.3315,169.3881
26625.229,0.3201,173.5412
25701.75,0.3295,170.6531
21736.814,0.3249,174.8126
21245.43,0.3269,173.6464
18194.05,0.3237,179.4431
17282.459,0.3211,178.2767
16566.162,0.3217,181.7747
11399.538,0.3194,178.3779
11323.755,0.3194,177.2122
472430.66,,
471472.03,,
458953.25,,
457349.47,,
436381.62,,
427177.25,,
366331.84,,
365553.16,,
354608.25,,
352479.97,,
343329.78,,
202422.55,,
195190.08,,
96516.35,,
83748.3,,
44845.38,,
30310.318,,
24933.12,,
24153.572,,
20106.52,,
470727.1,,
470645.62,,
466850.84,,
440325.16,,
438896.66,,
437341.1,,
414919.25,,
385728.5,,
383354,,
358458.6,,
358082.25,,
342869.88,,
319540.06,,
301148.75,,
298858.72,,
232658.69,,
176180.38,,
176180.38,,
172702.89,,
169307.5,,
168323.38,,
153532.28,,
147441.22,,
146753.94,,
131413.72,,
130231.98,,
123604.78,,
122508.76,,
116576.84,,
109881.07,,
108199.68,,
107159.35,,
106585.38,,
105388.35,,
103619.41,,
102534.63,,
97956.72,,
93509.01,,
91611.91,,
87751.664,,
87224.74,,
75117.99,,
73169.22,,
72162.516,,
63812.25,,
51862.973,,
38788.59,,
38161.555,,
38158.08,,
37247.605,,
32241.553,,
23282.322,,
22943.291,,
22438.834,,
19683.664,,
17078.762,,
469260.25,-0.0163,750.9013
465939.6,-0.0145,755.3677
465543.62,-0.0138,753.5385
463705.12,0.0025,760.8275
456740.03,-0.0049,749.7443
456613.84,-0.0075,749.6601
450358.75,-0.0128,755.8223
441677.84,-0.0154,754.9695
441198.84,-0.0137,756.1615
435957.72,-0.0112,752.0565
423429.6,-0.0071,745.0788
417234.9,-0.0118,752.7999
403956.28,0.0014,744.0188
401539.5,-0.0187,755.3778
393872.84,-0.0173,747.4015
388174.16,-0.0014,746.3647
376247.88,-0.0067,743.8298
375089.1,-0.011,746.2248
370785.03,-0.0145,750.3303
368711.66,-0.0153,749.1346
367535.9,-0.0138,747.7073
350170.88,-0.0232,758.7467
345880.53,-0.0148,750.7045
340409.03,-0.0156,749.9915
339689.6,0.0006,737.0217
339376.75,-0.0128,746.9689
331506.44,-0.0011,738.2018
320678.22,-0.0195,759.1701
314496.16,-0.0171,750.9247
311122.97,-0.0219,753.3403
299313.53,-0.0038,737.0347
291666.88,-0.0178,748.8254
288000.1,-0.0212,752.9148
283048.34,-0.0167,746.236
258404.19,-0.016,749.1639
248478.17,-0.0179,749.7581
219390.05,-0.0235,758.7977
216406.45,-0.0233,759.4684
171591.86,-0.0212,752.1732
151854.19,-0.0241,752.6234
133560.58,-0.0225,753.7134
468795.22,,
426173.4,,
411770.62,,
358299.25,,
351981.9,,
243606.8,,
239163.73,,
167635.88,,
157453.08,,
155216.17,,
140517.1,,
119908.23,,
112381,,
109544.4,,
102256.72,,
56132.543,,
55512.582,,
55373.42,,
45325.652,,
36395.965,,
35508.434,,
34084.61,,
30644.791,,
27145.697,,
468733.1,,
394461.1,,
329259.12,,
321490.9,,
312482.66,,
273819.5,,
197826.2,,
180893.08,,
152665.98,,
148933.9,,
120998.586,,
115519.21,,
111666.02,,
104869.125,,
103716.79,,
84397.7,,
61349.082,,
61228.145,,
59881.926,,
50998.156,,
19563.309,,
14521.594,,
14327.75,,
467082.34,0.0581,21.9747
362138.97,0.0585,17.3117
355450.47,0.0556,26.252
349162.56,0.0217,31.5358
338598.75,0.0564,28.2577
337857.75,-0.0217,30.9169
334672.06,-0.0038,27.4191
334553.28,-0.0015,26.252
332366.78,-0.0331,30.9169
320932.3,0.0585,28.4809
318195.3,0.0588,29.2042
316653.7,0.0538,21.5876
313781.75,0.0599,23.5931
294732.28,-0.0342,32.9237
289303.5,0.0565,22.2063
286021.56,0.0225,30.8143
283372.72,-0.0112,27.0923
280895.9,0.0566,22.6501
259156.62,0.0033,21.9747
256398.58,-0.0192,32.471
137814.08,-0.0119,26.8718
133934.28,0.0107,24.9822
131707.33,-0.0103,26.1483
120739.5,0.3328,27.8071
120004.164,0.3399,31.7573
118030.51,0.3387,30.5914
117316.54,0.3551,34.0892
115727.086,0.3655,26.64
107888.21,0.3578,23.1415
90888.48,0.335,29.7512
77673.84,0.3501,27.4191
77170.02,0.3354,29.2042
76865.6,0.3577,29.2042
74913.69,-0.0156,29.2195
73410.27,0.3395,32.7022
72933.97,0.3448,28.4809
70282.46,-0.018,29.1476
68863.016,-0.0146,30.3868
68836.56,0.3405,30.8143
66252.46,-0.0372,27.9822
58600.8,0.0525,29.1476
57797.797,0.3633,36.2011
52993.676,0.3577,25.9256
48881.12,0.0574,30.3868
44467.137,0.0565,29.2195
33355.562,0.3235,22.6501
21369.99,-0.0203,34.7518
21226.656,-0.0207,33.5868
17910.803,-0.0262,37.0848
17514.947,0.3366,33.8145
15137.066,-0.0255,39.4171
14501.289,-0.0234,31.991
11277.937,0.0482,35.489
466120.5,0.0085,-16.0267
422114.6,-0.0172,-11.8032
410010.25,-0.014,-14.8176
404645.9,0.0101,-15.983
394854.53,-0.0155,-13.6943
382967.6,-0.0011,-0.1419
290953,-0.0111,-19.9672
278967.88,-0.0124,-20.6908
256377.39,-0.0137,-21.8152
254141.33,-0.0133,-21.1336
151786.62,-0.0092,-1.7711
151081.72,-0.0025,-7.3784
142346.94,-0.0289,-8.0181
142203.7,-0.005,-7.9924
131449.22,-0.0049,-9.7153
128915.48,-0.0033,-11.283
124255.26,-0.0009,-11.2741
110281.76,-0.0205,-11.1009
100492.63,-0.0198,-15.9481
99165.84,-0.0176,-21.7707
97710.94,-0.0223,-17.1145
90993.09,-0.019,-22.9361
90168.93,-0.0225,-12.0487
89897.4,-0.024,-12.3553
87331.31,-0.0135,-28.7283
85616.9,-0.0239,-14.9899
83981.74,-0.0205,-16.1824
81018.74,-0.0181,-17.0382
80209.23,-0.0166,-19.9636
72360.61,-0.0132,-28.1939
70957.04,-0.0218,-13.521
13434.2705,0.2523,-12.9664
10382.101,0.2448,-3.3179
465982.88,0.1268,723.6326
421713.25,0.1246,724.6013
417194.34,0.1253,729.7577
367168.03,0.126,725.0929
312366.1,0.1244,726.6376
304890.75,0.1244,726.0448
260916.95,0.4314,723.6326
236602,0.4333,721.2999
222177.23,0.4301,726.9342
213993.88,0.4299,727.4259
212980.12,0.4297,725.7683
192232.2,0.4311,718.9666
163631.08,0.4303,727.2112
154502.8,0.4305,721.103
153564.55,0.4312,727.8047
136785.66,0.4314,723.9274
127968.56,0.4306,722.5473
119091.04,0.4297,721.973
111898.02,0.4293,740.6321
89949.664,0.1222,734.1035
84405.445,0.1168,732.8582
44918.582,-0.0052,735.1902
44613.03,0.4318,731.7701
42799.75,-0.0047,732.9369
39417.855,-0.0083,732.8582
37222.83,0.4234,731.6909
24912.688,-0.0078,741.0782
24530.22,-0.0042,738.7457
23799.775,-0.0072,739.4939
23580.12,-0.0117,737.5793
23224.898,-0.0103,738.3271
23033.994,-0.0083,736.4129
20450.16,-0.0066,735.2472
19608.607,-0.01,737.1616
16190.516,-0.0105,735.9948
14036.293,-0.0134,737.6077
13815.784,0.1127,739.4939
13719.505,0.422,738.3271
465276.34,0.02,-183.9471
395041.9,0.0179,-179.9952
385417.9,0.0177,-181.7917
379448.22,0.0228,-196.7764
373451.72,-0.0009,-182.9597
311450.56,0.0207,-199.1085
285829.88,-0.0041,-180.217
281498.03,0.0163,-177.8845
279770.6,0.0178,-194.6215
260750.8,-0.0035,-183.2728
241947.77,0.0154,-166.9451
238164.52,0.0224,-191.6588
189347.19,0.0189,-191.4368
177547.83,0.0198,-192.6023
168688.72,0.0193,-193.7689
151217.81,0.0181,-194.9343
146132.97,0.0202,-194.212
61526.082,-0.0064,-167.3747
52415.863,0.0128,-180.2742
44916.594,0.0155,-181.5052
40990.207,0.011,-665.3193
38270.19,0.0147,-671.1496
37228.945,0.0187,-666.4854
34369.29,0.0191,-676.9801
26724.62,0.0151,-674.8368
26466.225,0.0167,-664.338
26162.172,0.0183,-671.3375
24468.5,0.014,-666.6706
23640.406,0.0182,-673.6712
21139.012,0.0169,-677.1698
19996.182,0.0111,-658.5423
19532.727,0.0158,-667.8715
17986.043,0.017,-187.3364
17956.914,0.0174,-673.502
17755.719,0.0157,-676.1863
17274.418,0.0166,-670.204
16847.88,0.0134,-674.8693
16527.578,0.0198,-669.1883
15209.722,0.0107,-171.1702
11335.59,0.0107,-177.5673
11141.664,0.0051,-167.0716
464708.72,0.0034,-285.4707
374569.25,0.0031,-284.5143
374317,0.0041,-287.4788
366042.7,0.0127,-273.4834
353859.6,0.0025,-283.5585
308528.7,0.0031,-281.8316
239439.7,0.0055,-267.5994
181055.39,-0.0015,-279.2628
179461.55,0.0022,-277.4395
101166.805,-0.0031,-275.7393
100106.49,-0.0046,-275.5463
57432.184,-0.0102,-270.143
56136.56,-0.0087,-271.3103
54779.637,-0.0092,-272.5038
54537.062,-0.0074,-271.3365
47388.938,-0.0077,-273.6699
32146.822,-0.0092,-266.2505
31814.666,-0.0115,-265.0833
30901.104,-0.0103,-267.4169
28681.432,-0.01,-268.3689
463995.1,-0.1601,-327.6565
462338.88,-0.1619,-325.2193
443456.1,-0.1605,-325.6519
409842.5,-0.1607,-331.1546
402901.53,-0.1617,-329.1494
380024.47,-0.1609,-328.7188
171150.48,-0.1616,-321.6298
163314.48,-0.1614,-323.4644
152118.28,-0.1644,-326.4219
150555.7,-0.1626,-324.1921
147575.83,-0.1616,-320.8452
145458.61,-0.1638,-326.2948
144004.73,-0.1609,-328.5777
136368.73,-0.1612,-328.1301
135964.05,-0.1597,-330.6738
134447.89,-0.1619,-326.1765
129379.086,-0.163,-326.6758
127461.71,-0.1591,-333.8203
123181.09,-0.1658,-330.0232
110366.98,-0.1581,-338.5776
108663.9,-0.1597,-344.2607
104371.03,-0.1589,-345.4263
36021.465,0.027,-343.0934
34216.773,0.0268,-323.8446
33410.07,0.0319,-330.3212
32102.893,0.0317,-332.6543
31673.195,0.0286,-325.0111
31563.992,0.0293,-331.4878
28423.287,0.0285,-338.5776
26846.025,0.0268,-324.6315
26507.65,0.0266,-329.5077
26440.693,0.0269,-322.7896
26147.912,0.0196,-321.5921
25185.828,0.0253,-326.5251
24717.312,0.029,-323.178
24332.115,0.028,-327.4117
23894.537,0.0245,-324.0894
23080.092,0.0295,-323.9321
22062.041,0.0244,-322.2721
21822.441,0.0216,-322.583
19503.768,0.0274,-325.2553
15497.113,0.0181,-320.0956
13484.792,0.0212,-317.9603
463790.12,,
435508.6,,
420628,,
361227.22,,
350551.12,,
202290.23,,
196788.95,,
110387.85,,
100148.65,,
49581.656,,
48406.777,,
23862.836,,
21901.836,,
463704.6,-0.0334,147.1395
439174.22,-0.0344,142.4751
429530.4,-0.0328,145.6607
424235.6,-0.0371,143.9202
420670.62,-0.0345,144.4947
109983.875,-0.0345,146.6048
104911.31,-0.036,145.0166
95997.82,0.2392,150.0284
95850.72,-0.0377,148.9845
86206.95,0.2484,136.2332
84146.88,0.2469,136.2406
80729.8,0.2455,135.0753
76837.09,0.2429,144.2899
72637.11,0.2361,148.9369
71829.86,0.2377,147.7709
69580.5,0.2389,141.8651
68587.61,0.2358,147.3487
67858.586,0.2392,146.6048
67383.27,0.2367,146.1818
58064.125,0.2348,154.4747
54524.234,0.2387,151.7146
53924.98,0.2355,149.2484
53129.17,0.2359,151.8769
49957.246,0.2334,153.3083
48988.906,0.233,154.8784
48310.605,0.2326,147.7769
42513.477,0.2358,150.0128
40003.04,0.2302,153.712
33923.42,0.232,158.5131
30530.244,0.2305,157.3476
27620.182,0.2265,157.1102
15002.185,0.226,160.2938
14823.957,0.227,159.2011
461501.9,,
445833.34,,
431711.03,,
429786.38,,
411518.97,,
372324.4,,
365523.38,,
332496.1,,
328469.6,,
313888.2,,
237551.8,,
230486.19,,
217867.52,,
207606.48,,
150066.83,,
137259.88,,
129362.23,,
127637.1,,
125468.09,,
104483.84,,
103753.664,,
100951.04,,
98634.21,,
92110.77,,
89446.15,,
82896.09,,
59463.01,,
58452.17,,
57319.965,,
56292.168,,
53090.035,,
48952.918,,
45339.234,,
43895.01,,
30182.385,,
28176.287,,
27522.875,,
24809.979,,
24085.885,,
23864.521,,
22041.436,,
21813.955,,
21690.396,,
21506.12,,
460861.9,0.0103,-372.6967
459550.4,-0.0044,-376.1969
440912.12,-0.0077,-379.695
418849.66,0.0092,-372.4707
416869.62,-0.0108,-374.8028
392086.66,-0.007,-375.4304
379958.72,-0.0052,-380.0961
376839.47,-0.0087,-378.3022
349034.06,-0.0081,-374.6143
348804.62,-0.0234,-367.6162
336391.16,0.0044,-375.7802
