Ecoli time (s),Ecoli Intensity,S. typhimurium time (s),S. typhimurium Intensity
3811.004,0,4533.919,0
3812.171,0,4534.768,0
3813.337,113,4535.933,0
3814.502,0,4537.1,0
3815.67,256,4537.63,0
3816.837,98,4538.406,0
3818.002,0,4539.571,0
3819.168,348,4540.738,0
3820.335,120,4541.905,0
3821.501,0,4543.072,77
3822.666,22,4544.237,0
3823.835,10,4545.403,0
3825.001,0,4546.57,0
3826.167,275,4547.736,192
3827.332,46,4548.901,236
3828.499,93,4550.068,189
3829.665,0,4551.235,149
3830.831,166,4552.401,0
3831.786,0,4553.566,0
3832.952,230,4554.734,0
3834.118,219,4555.899,138
3835.285,371,4557.066,0
3836.452,0,4558.232,0
3837.299,0,4559.398,0
3838.465,227,4560.564,0
3839.631,325,4561.731,0
3840.799,545,4562.897,186
3841.964,575,4564.064,115
3843.13,752,4565.229,0
3844.297,0,4566.396,0
3845.463,0,4567.567,214
3846.628,461,4568.733,0
3847.796,0,4569.899,0
3848.961,444,4571.065,0
3850.128,21,4572.232,0
3850.975,0,4573.08,43
3851.824,216,4574.245,0
3852.99,0,4575.2,0
3854.157,0,4576.048,0
3855.323,108,4577.215,0
3856.489,0,4578.381,143
3857.655,111,4579.547,74
3858.822,0,4580.712,0
3859.562,0,4581.879,0
3860.729,198,4583.045,135
3861.896,202,4584.212,0
3863.062,0,4585.378,58
3864.228,111,4586.545,0
3865.394,237,4587.712,0
3866.56,0,4588.878,0
3867.515,0,4590.043,0
3868.575,57,4591.21,0
3869.741,0,4592.376,0
3870.907,202,4593.542,65
3872.073,44,4594.708,0
3873.239,0,4595.874,0
3874.406,72,4597.041,0
3875.572,140,4598.101,78
3876.42,0,4599.055,0
3877.586,0,4600.221,56
3878.434,193,4601.389,74
3879.6,67,4602.342,99
3880.768,129,4603.507,0
3881.933,0,4604.357,0
3882.569,161,4605.31,0
3883.736,0,4606.477,0
3884.902,0,4607.644,0
3886.068,80,4608.809,0
3887.235,0,4609.976,0
3888.401,109,4611.035,272
3889.566,100,4612.201,0
3890.733,0,4613.367,0
3891.899,590,4614.534,0
3893.065,262,4615.701,0
3894.231,207,4616.867,0
3895.399,0,4618.033,0
3896.245,0,4619.199,0
3897.2,0,4620.366,0
3898.367,0,4621.532,363
3899.215,158,4622.592,175
3900.381,0,4623.335,0
3901.123,0,4623.863,0
3902.289,0,4624.319,131
3903.456,0,4625.169,126
3904.621,0,4625.698,63
3905.575,22,4626.466,45
3906.743,0,4627.315,352
3907.697,148,4628.482,286
3908.863,0,4629.329,329
3909.711,60,4630.497,355
3910.877,0,4631.45,305
3911.619,80,4632.617,0
3912.466,127,4633.571,111
3913.527,0,4634.419,108
3914.693,46,4635.586,416
3915.753,36,4636.752,393
3916.92,0,4637.706,359
3918.086,19,4638.872,139
3919.253,0,4640.038,708
3920.419,126,4640.886,340
3921.585,0,4642.053,99
3922.751,0,4643.007,550
3923.917,0,4643.778,384
3925.084,0,4644.947,0
3926.249,0,4646.113,327
3927.415,0,4647.28,167
3928.582,154,4648.446,383
3929.749,0,4649.611,0
3930.918,0,4650.778,0
3931.767,0,4651.627,109
3932.547,0,4652.793,116
3933.712,142,4653.748,40
3934.879,54,4654.915,333
3936.045,0,4656.081,0
3937.211,0,4657.248,0
3938.378,0,4658.413,0
3939.55,67,4659.368,0
3940.716,0,4660.535,0
3941.882,214,4661.488,0
3943.048,153,4662.655,114
3943.897,133,4663.821,0
3944.744,35,4664.988,56
3945.911,0,4666.153,0
3947.077,0,4667.319,227
3948.244,0,4668.486,0
3949.409,64,4669.44,0
3950.576,0,4670.605,0
3951.742,59,4671.773,115
3952.908,152,4672.62,70
3954.074,0,4673.786,0
3955.24,0,4674.635,0
3956.406,0,4675.801,0
3957.572,0,4676.967,79
3958.739,0,4677.709,0
3959.905,112,4678.557,61
3961.071,0,4679.406,0
3962.237,0,4680.254,0
3963.404,0,4680.808,0
3964.463,49,4681.975,0
3965.629,0,4683.141,0
3966.796,96,4683.989,0
3967.962,153,4684.763,232
3969.129,0,4685.929,0
3970.295,0,4686.565,0
3971.462,71,4687.736,74
3972.627,312,4688.902,0
3973.793,0,4689.644,83
3974.96,0,4690.81,179
3976.126,9,4691.551,55
3977.292,0,4692.718,0
3978.14,50,4693.885,63
3979.095,0,4695.051,0
3979.942,0,4696.217,0
3980.394,0,4697.383,0
3981.56,177,4698.02,100
3982.728,0,4699.185,0
3983.257,36,4700.351,189
3983.708,0,4701.519,87
3984.873,0,4702.684,0
3985.828,151,4703.85,0
3986.994,0,4705.016,231
3987.842,179,4706.182,0
3988.691,0,4707.348,171
3989.857,0,4708.515,68
3990.917,0,4709.681,0
3992.082,0,4710.847,112
3993.038,0,4712.014,0
3994.203,316,4712.543,0
3995.159,0,4713.316,0
3995.72,0,4714.482,64
3996.781,35,4715.33,0
3997.522,0,4716.497,0
3998.583,0,4717.664,0
3999.431,0,4718.829,0
4000.279,0,4719.995,74
4001.128,78,4721.161,135
4002.293,0,4722.327,9
4003.46,0,4723.493,0
4004.625,0,4724.66,0
4005.791,126,4725.827,52
4006.958,0,4726.993,0
4008.123,0,4728.159,0
4009.29,267,4729.325,0
4010.456,0,4730.067,0
4011.622,0,4731.234,68
4012.789,0,4732.294,0
4013.955,185,4733.142,273
4015.122,0,4734.307,0
4016.288,0,4735.262,306
4017.454,0,4736.429,0
4018.513,0,4737.594,0
4019.68,0,4738.761,61
4020.21,0,4739.926,0
4020.986,108,4741.092,0
4022.153,0,4742.259,0
4023.319,0,4743.425,22
4024.486,0,4744.592,0
4025.546,65,4745.759,37
4026.712,0,4746.923,0
4027.878,0,4748.091,0
4029.043,0,4749.258,134
4029.998,73,4750.423,0
4031.164,0,4750.952,0
4032.33,0,4751.723,0
4033.497,120,4752.889,354
4034.345,0,4754.054,0
4035.511,0,4754.585,0
4036.465,66,4755.355,129
4037.631,115,4756.522,0
4038.479,0,4757.37,63
4039.433,0,4758.006,0
4040.601,0,4759.171,0
4041.448,0,4760.126,138
4042.402,45,4761.079,0
4043.463,0,4762.246,0
4044.416,0,4763.412,45
4045.583,0,4764.154,0
4046.749,74,4765.321,0
4047.915,0,4766.487,67
4048.87,0,4767.654,0
4049.823,0,4768.608,0
4050.989,0,4769.244,0
4052.156,0,4770.41,0
4053.323,117,4770.94,0
4054.488,0,4771.71,0
4055.655,0,4772.877,0
4056.821,0,4773.831,164
4057.987,76,4774.361,67
4058.623,60,4774.813,0
4059.789,0,4775.768,60
4060.744,80,4776.298,0
4061.698,95,4776.855,0
4062.865,125,4777.385,0
4063.924,129,4778.154,0
4065.091,0,4778.789,0
4066.045,0,4779.743,34
4066.999,0,4780.698,194
4068.165,0,4781.228,0
4068.696,61,4781.996,0
4069.256,255,4783.162,0
4069.891,125,4783.693,9
4070.952,0,4784.462,25
4071.906,0,4785.311,0
4072.86,0,4786.477,106
4074.027,0,4787.642,0
4075.194,0,4788.809,0
4075.723,0,4789.763,0
4076.28,0,4790.218,0
4077.447,46,4790.852,0
4078.614,168,4791.594,94
4079.461,0,4792.442,45
4080.629,0,4793.61,0
4081.371,0,4794.775,42
4082.536,107,4795.942,0
4083.703,0,4796.896,0
4084.87,0,4797.744,0
4085.823,119,4798.698,0
4086.99,0,4799.149,0
4088.157,0,4800.316,0
4089.323,0,4801.483,0
4090.489,271,4802.331,96
4091.549,159,4802.967,0
4092.715,0,4803.497,0
4093.67,0,4803.618,0
4094.2,0,4803.744,0
4094.966,202,4804.307,0
4096.133,64,4805.261,72
4096.874,0,4806.109,0
4098.041,0,4807.063,0
4099.207,92,4807.594,167
4100.056,51,4808.362,0
4101.222,121,4809.211,0
4102.388,0,4809.74,109
4103.553,0,4810.3,82
4104.721,0,4811.466,0
4105.886,0,4811.997,0
4107.053,0,4812.338,72
4108.218,150,4813.111,0
4109.385,97,4814.276,0
4110.551,0,4815.442,0
4111.717,0,4816.609,0
4112.883,0,4817.776,158
4114.051,0,4818.942,49
4115.215,0,4820.004,127
4116.277,106,4820.532,0
4117.448,0,4821.303,128
4118.614,0,4821.834,0
4119.78,109,4822.18,0
4120.627,0,4823.347,0
4121.794,0,4824.301,0
4122.431,0,4824.83,0
4123.278,0,4824.953,133
4124.445,0,4825.406,86
4125.61,9,4825.936,0
4126.777,0,4826.17,0
4127.626,21,4826.297,0
4128.58,0,4826.745,0
4129.322,0,4827.595,87
4130.063,132,4828.548,0
4130.7,84,4829.503,0
4131.04,61,4830.669,0
4131.489,161,4831.411,112
4132.232,11,4832.578,0
4133.186,0,4833.747,0
4134.352,0,4834.913,0
4135.517,21,4835.762,116
4136.685,0,4836.292,0
4137.214,329,4836.956,33
4137.776,0,4838.123,0
4138.518,170,4839.288,0
4139.684,170,4840.454,0
4140.638,0,4841.621,47
4141.487,80,4842.469,0
4142.658,64,4843.423,82
4143.507,115,4844.271,0
4144.673,0,4845.225,0
4145.309,0,4845.996,176
4145.763,0,4846.632,0
4146.717,0,4847.798,0
4147.671,0,4848.965,0
4148.625,24,4850.132,0
4149.58,0,4851.297,0
4150.11,105,4852.146,142
4150.565,0,4852.676,154
4151.519,0,4853.019,0
4151.97,84,4854.184,0
4152.923,0,4855.139,90
4154.091,0,4855.988,0
4155.257,82,4856.835,0
4156.21,50,4857.366,0
4157.377,0,4857.493,77
4157.908,0,4857.621,171
4158.466,0,4858.07,49
4159.102,64,4858.918,0
4160.057,0,4859.449,0
4160.909,0,4859.576,0
4161.759,66,4859.7,0
4162.712,0,4860.152,0
4163.348,0,4860.684,0
4163.802,0,4861.027,104
4164.968,0,4861.556,0
4165.816,0,4861.68,0
4166.56,33,4862.026,163
4167.727,0,4862.77,0
4168.47,0,4863.723,121
4169.318,0,4864.571,0
4170.485,62,4865.526,163
4171.543,0,4866.374,175
4172.709,0,4867.539,48
4173.876,0,4868.707,152
4175.042,0,4869.872,0
4176.209,0,4871.038,0
4177.375,0,4872.205,150
4178.329,0,4873.37,153
4179.496,0,4874.538,65
4180.344,0,4875.703,56
4181.51,0,4876.869,0
4182.676,0,4878.035,205
4183.841,0,4879.202,171
4185.008,0,4880.368,564
4186.175,0,4881.535,3399
4187.341,0,4882.701,1740
4188.507,0,4883.867,1594
4189.672,0,4885.034,68
4190.839,0,4886.2,0
4191.687,0,4887.365,0
4192.853,0,4888.532,326
4194.02,0,4889.698,131
4194.549,74,4890.865,920
4195.319,0,4892.03,0
4196.484,0,4893.196,0
4197.121,178,4894.364,355
4197.571,74,4895.53,911
4198.312,111,4896.695,1245
4199.161,0,4897.862,663
4200.123,0,4898.815,336
4200.966,44,4899.982,0
4201.815,119,4901.148,158
4202.77,64,4901.89,215
4203.406,0,4903.056,0
4203.861,54,4904.222,771
4204.498,0,4904.859,189
4205.134,0,4904.99,255
4205.663,0,4905.122,163
4205.793,121,4905.253,0
4205.917,160,4905.391,368
4206.472,0,4905.743,0
4207.426,0,4906.696,0
4208.275,55,4907.226,311
4209.122,59,4907.354,220
4209.971,0,4907.487,241
4210.5,0,4907.621,231
4210.732,0,4907.749,331
4211.475,114,4907.879,0
4212.005,0,4908.011,0
4212.561,0,4908.14,152
4213.727,168,4908.266,134
4214.898,0,4908.392,142
4215.852,0,4908.521,418
4216.914,70,4908.653,166
4218.079,0,4908.787,199
4219.247,69,4908.919,9
4219.777,0,4909.051,0
4220.541,0,4909.294,0
4221.391,0,4909.422,0
4222.344,56,4909.545,283
4223.192,60,4909.67,0
4224.146,0,4909.784,370
4225.312,0,4909.912,474
4226.479,0,4910.04,0
4227.646,0,4910.17,0
4228.493,0,4910.301,62
4229.448,148,4910.757,27
4230.401,0,4911.288,0
4231.249,0,4911.419,172
4231.991,0,4912.197,326
4232.84,121,4912.728,347
4233.794,0,4913.184,222
4234.325,0,4913.316,0
4234.448,0,4913.773,0
4235.009,0,4914.622,191
4235.96,0,4914.754,0
4236.491,99,4914.888,0
4236.618,0,4915.023,0
4237.073,0,4915.155,0
4237.604,191,4915.289,0
4238.052,0,4915.419,0
4238.584,0,4915.552,127
4238.93,0,4915.683,0
4239.672,116,4915.815,80
4240.521,0,4915.948,171
4241.368,0,4916.081,207
4241.899,0,4916.213,181
4242.668,0,4916.777,195
4243.622,0,4917.307,89
4244.576,0,4917.441,0
4245.742,0,4917.573,0
4246.484,0,4917.702,574
4247.333,0,4917.832,0
4248.181,286,4917.964,378
4248.817,0,4918.1,11
4248.943,0,4918.234,203
4249.392,0,4918.363,118
4250.135,0,4918.492,0
4251.089,82,4918.623,253
4251.647,0,4918.757,161
4252.283,116,4918.888,117
4252.814,0,4919.023,0
4253.587,70,4919.58,176
4254.223,64,4920.111,0
4254.753,0,4920.56,0
4255.203,0,4921.09,404
4256.157,0,4921.439,0
4257.006,0,4921.971,55
4257.853,0,4922.103,0
4259.02,0,4922.453,0
4260.186,0,4922.982,95
4261.034,0,4923.108,0
4261.67,172,4923.236,0
4262.518,0,4923.367,208
4263.366,0,4923.929,0
4264.32,46,4924.46,0
4265.381,19,4925.232,122
4266.229,0,4926.399,72
4266.998,0,4927.354,147
4267.953,0,4928.202,169
4268.719,0,4929.368,0
4269.567,0,4930.217,223
4270.202,174,4931.064,0
4270.839,0,4931.197,0
4272.005,0,4931.326,0
4273.172,0,4931.458,109
4274.337,52,4932.016,39
4275.504,0,4932.546,157
4276.67,0,4932.678,0
4277.836,0,4932.809,80
4279.002,0,4932.94,98
4280.17,0,4933.067,0
4280.911,0,4933.417,71
4281.462,0,4933.543,0
4282.098,0,4933.672,0
4282.628,95,4933.805,0
4283.08,0,4933.936,101
4284.035,0,4934.066,0
4284.777,0,4934.197,0
4285.306,0,4934.328,0
4285.433,158,4934.459,0
4285.562,0,4934.586,0
4286.014,0,4934.933,22
4286.969,0,4935.569,90
4287.605,46,4936.312,0
4288.454,0,4937.478,247
4289.015,0,4938.644,0
4289.652,0,4939.493,33
4290.181,147,4940.658,66
4290.309,0,4941.507,120
4290.762,0,4942.355,0
4291.292,0,4942.594,0
4291.639,49,4943.337,0
4292.169,163,4943.973,23
4292.297,11,4944.536,125
4293.062,0,4944.883,0
4293.803,0,4945.625,32
4294.757,0,4946.58,0
4295.924,0,4947.533,58
4296.666,0,4947.986,0
4297.515,0,4948.728,0
4298.68,0,4949.578,92
4299.528,0,4949.923,133
4300.058,220,4950.984,0
4300.823,0,4951.725,125
4301.46,0,4952.573,0
4301.588,20,4953.317,0
4301.718,0,4954.163,0
4302.17,119,4954.405,48
4302.7,0,4954.962,49
4302.829,192,4955.491,0
4302.957,0,4955.618,52
4303.41,109,4955.749,0
4303.941,0,4955.878,0
4304.183,0,4956.007,0
4304.713,66,4956.133,0
4304.84,0,4956.255,0
4304.969,0,4956.375,0
4305.311,0,4956.507,11
4306.16,76,4956.638,60
4307.006,0,4956.76,0
4307.749,0,4957.002,0
4308.384,130,4957.532,73
4308.509,86,4957.876,0
4308.958,0,4958.006,0
4309.913,0,4958.136,0
4310.867,0,4958.26,0
4311.396,0,4958.386,105
4311.851,117,4958.515,0
4312.805,0,4958.647,23
4313.335,0,4958.776,0
4313.998,44,4958.901,0
4315.164,0,4959.026,0
4316.331,0,4959.155,0
4317.497,56,4959.287,0
4318.662,0,4959.634,112
4319.617,0,4960.164,0
4320.783,0,4960.293,0
4321.949,86,4960.423,83
4323.116,76,4960.557,0
4324.07,0,4960.685,69
4325.236,0,4960.813,33
4326.404,0,4960.94,0
4327.251,0,4961.069,0
4328.099,0,4961.198,0
4328.842,0,4961.327,0
4329.691,0,4961.455,0
4330.327,0,4961.589,0
4331.175,0,4961.719,0
4331.917,90,4961.847,0
4332.764,0,4961.975,0
4333.295,42,4962.102,0
4333.642,0,4962.227,0
4334.173,0,4962.355,0
4334.616,76,4962.488,0
4335.146,0,4962.617,0
4335.269,85,4962.745,0
4335.395,0,4962.87,0
4335.846,0,4962.991,0
4336.405,0,4963.104,0
4336.643,0,4963.23,0
4336.988,112,4963.357,0
4337.518,0,4963.481,138
4337.649,0,4963.601,0
4337.775,73,4963.727,0
4337.905,0,4963.845,0
4338.25,0,4963.969,0
4338.781,79,4964.096,0
4338.91,0,4964.22,0
4339.034,0,4964.349,0
4339.159,0,4964.469,0
4339.288,0,4964.594,0
4339.412,0,4964.722,0
4339.54,261,4964.849,327
4339.664,0,4964.979,0
4339.788,0,4965.106,0
4340.137,0,4965.234,0
4340.666,0,4965.365,0
4341.222,157,4965.493,0
4341.753,0,4965.621,65
4342.203,0,4965.75,0
4342.657,0,4965.879,0
4343.185,71,4966.007,0
4343.639,0,4966.138,195
4344.275,0,4966.267,0
4345.017,0,4966.394,0
4345.547,45,4966.521,113
4346.105,342,4966.653,105
4347.06,251,4966.781,91
4348.013,0,4966.911,0
4348.968,80,4967.04,0
4349.816,0,4967.167,0
4350.452,0,4967.295,0
4351.014,0,4967.417,0
4351.863,99,4967.546,0
4352.499,0,4967.673,0
4353.665,0,4967.795,88
4354.513,0,4967.924,80
4355.149,285,4968.369,0
4356.315,0,4968.899,0
4357.163,92,4969.026,81
4358.011,0,4969.156,0
4358.753,0,4969.283,0
4359.708,111,4970.052,0
4360.874,0,4970.582,0
4362.04,0,4971.14,0
4363.206,0,4972.093,0
4364.373,0,4973.047,9
4365.433,105,4973.578,0
4366.602,0,4973.706,0
4367.768,0,4973.832,0
4368.934,0,4973.957,0
4370.102,0,4974.085,0
4370.843,0,4974.212,0
4371.796,104,4974.34,0
4372.963,63,4974.469,0
4374.129,0,4974.594,85
4375.296,0,4974.723,0
4376.462,0,4974.852,157
4377.629,66,4974.98,109
4378.582,0,4975.106,0
4379.749,0,4975.236,0
4380.703,0,4975.365,0
4381.444,0,4975.49,0
4381.996,0,4975.616,0
4382.845,0,4975.744,0
4383.802,0,4976.088,0
4384.968,37,4976.212,0
4386.134,0,4976.337,59
4387.301,71,4976.468,48
4388.467,0,4976.598,0
4389.634,0,4976.721,0
4390.588,0,4976.85,0
4391.754,0,4976.982,0
4392.919,0,4977.11,25
4394.087,0,4977.24,0
4395.252,0,4977.371,0
4396.418,0,4977.501,118
4397.585,58,4977.633,76
4398.75,0,4977.757,0
4399.916,0,4977.886,97
4401.083,0,4978.016,0
4402.25,0,4978.145,0
4403.415,0,4978.276,0
4404.582,0,4978.617,235
4405.748,47,4978.747,0
4406.703,0,4978.875,0
4407.657,0,4978.998,0
4408.823,0,4979.124,43
4409.778,0,4979.256,0
4410.547,0,4979.377,0
4411.713,41,4979.504,0
4412.668,0,4979.633,0
4413.197,273,4979.761,0
4413.652,0,4979.891,0
4414.818,0,4980.017,98
4415.56,0,4980.14,0
4416.513,0,4980.266,0
4417.258,0,4980.392,0
4418.423,0,4980.521,0
4419.483,0,4980.65,0
4420.331,222,4980.779,0
4421.073,0,4980.909,0
4421.603,0,4981.037,0
4422.268,77,4981.163,132
4422.903,39,4981.289,0
4423.857,0,4981.412,0
4423.981,155,4981.541,106
4424.744,106,4981.778,0
4425.276,76,4982.309,0
4425.831,0,4982.435,0
4426.36,0,4982.562,0
4426.706,11,4982.686,0
4427.237,0,4982.811,0
4427.363,0,4982.935,0
4427.489,0,4983.06,0
4427.619,90,4983.181,0
4427.745,231,4983.311,0
4427.874,36,4983.439,118
4428.429,0,4983.568,0
4428.96,97,4983.698,0
4429.411,158,4983.825,0
4429.94,201,4983.951,0
4430.29,0,4984.079,0
4430.926,0,4984.205,0
4431.88,24,4984.331,28
4432.653,78,4984.457,0
4433.183,0,4984.586,0
4433.309,0,4984.714,0
4433.434,52,4984.842,201
4433.886,247,4984.968,0
4435.052,0,4985.088,0
4435.583,0,4985.214,0
4435.821,0,4985.34,0
4436.351,166,4985.468,163
4436.479,0,4985.593,91
4436.821,0,4985.72,143
4436.942,35,4985.846,0
4437.07,63,4985.97,0
4437.199,0,4986.098,0
4437.329,0,4986.227,0
4437.452,0,4986.354,0
4438.009,0,4986.483,0
4438.361,0,4986.612,0
4438.886,0,4986.737,0
4439.009,69,4986.863,221
4439.135,0,4986.99,0
4439.477,90,4987.119,31
4440.008,49,4987.248,0
4440.137,101,4987.374,0
4440.273,132,4987.496,0
4440.621,0,4987.619,0
4441.256,0,4987.742,123
4441.6,0,4987.87,0
4442.13,0,4987.997,72
4442.686,0,4988.128,0
4443.64,0,4988.255,0
4444.595,0,4988.383,0
4445.125,0,4988.507,0
4445.678,0,4988.634,0
4446.208,0,4988.762,0
4446.337,84,4988.884,0
4446.789,0,4989.011,0
4447.319,0,4989.139,32
4447.55,0,4989.267,87
4447.675,122,4989.394,123
4448.227,0,4989.523,0
4448.757,107,4989.646,0
4449.106,0,4989.77,195
4449.635,0,4989.898,0
4450.188,0,4990.024,0
4450.718,0,4990.138,104
4451.276,0,4990.264,23
4451.806,0,4990.389,0
4452.363,0,4990.514,0
4452.893,0,4990.639,153
4453.021,0,4990.769,112
4453.151,0,4990.891,0
4453.278,0,4991.015,0
4453.406,0,4991.144,0
4453.529,0,4991.268,0
4453.977,81,4991.395,0
4454.507,0,4991.521,0
4454.631,57,4991.648,0
4454.755,70,4991.776,0
4454.884,0,4991.902,0
4455.011,172,4992.028,0
4455.138,0,4992.153,0
4455.259,0,4992.282,0
4455.817,56,4992.408,0
4456.558,0,4992.531,0
4456.686,0,4992.658,168
4456.815,56,4992.785,0
4457.266,52,4992.91,0
4457.394,148,4993.036,0
4457.519,0,4993.159,0
4457.969,0,4993.282,0
4458.605,0,4993.737,0
4458.733,73,4994.267,0
4459.072,0,4994.392,0
4459.602,0,4994.509,99
4459.722,0,4994.636,0
4460.174,0,4994.76,0
4460.704,0,4994.888,0
4460.828,0,4995.015,0
4460.957,0,4995.134,0
4461.086,0,4995.256,0
4461.215,0,4995.379,0
4461.342,0,4995.5,0
4461.471,0,4995.624,0
4461.592,0,4995.749,0
4461.72,0,4995.87,0
4461.849,113,4995.99,104
4461.973,0,4996.116,11
4462.1,0,4996.242,0
4462.221,0,4996.363,0
4462.351,0,4996.485,0
4462.91,0,4996.611,0
4463.438,0,4996.734,0
4463.563,0,4996.861,0
4463.802,0,4996.981,104
4464.334,0,4997.106,0
4465.106,0,4997.231,0
4465.847,0,4997.358,0
4466.377,0,4997.485,0
4466.505,0,4997.608,0
4466.632,57,4997.733,0
4466.762,0,4997.856,0
4466.884,0,4997.982,0
4467.011,72,4998.111,0
4467.25,0,4998.231,0
4467.779,0,4998.356,0
4467.902,0,4998.479,0
4468.025,0,4998.602,0
4468.262,0,4998.728,0
4468.383,0,4998.855,0
4468.512,0,4998.981,0
4468.641,0,4999.103,0
4468.766,0,4999.231,0
4468.892,0,4999.357,0
4469.019,0,4999.481,131
4469.146,0,4999.607,0
4469.271,0,4999.732,0
4469.399,0,4999.853,0
4469.522,0,4999.981,0
4469.649,45,5000.426,0
4469.775,0,5000.956,0
4469.905,0,5001.079,0
4470.033,0,5001.215,0
4470.159,0,5001.342,0
4470.287,0,5001.466,0
4470.527,0,5001.592,96
4470.65,94,5001.72,82
4471.099,0,5001.844,0
4471.629,0,5001.976,0
4471.865,0,5002.096,0
4471.987,0,5002.214,245
4472.115,77,5002.341,0
4472.242,0,5002.465,81
4472.372,0,5002.593,0
4472.503,0,5002.711,0
4472.632,159,5002.836,0
4472.762,123,5002.963,0
4472.885,0,5003.084,0
4473.013,0,5003.206,98
4473.14,0,5003.325,0
4473.269,0,5003.447,0
4473.397,0,5003.57,0
4473.526,0,5003.698,0
4473.654,70,5003.824,0
4473.993,0,5004.266,0
4474.524,0,5004.797,0
4474.654,0,5004.919,0
4474.774,39,5005.044,0
4474.896,0,5005.168,0
4475.137,0,5005.295,0
4475.265,65,5005.421,0
4475.717,0,5005.54,0
4476.671,109,5005.666,0
4477.625,0,5005.792,109
4478.579,0,5005.914,0
4479.323,120,5006.041,0
4479.852,0,5006.168,0
4480.618,0,5006.294,0
4481.573,0,5006.42,0
4482.526,0,5006.545,0
4482.758,0,5006.669,0
4483.316,79,5006.793,0
4484.163,81,5006.92,0
4484.907,146,5007.047,0
4485.542,0,5007.171,0
4486.101,0,5007.293,0
4486.843,0,5007.419,0
4487.479,0,5007.542,0
4487.601,0,5007.665,0
4487.948,0,5007.784,0
4489.114,0,5007.91,0
4490.281,0,5008.029,61
4491.236,0,5008.15,0
4491.977,102,5008.276,0
4492.507,76,5008.395,0
4492.961,66,5008.514,0
4493.809,0,5008.639,0
4494.338,0,5008.763,0
4494.468,0,5008.89,0
4495.025,0,5009.011,0
4496.191,0,5009.134,0
4497.145,0,5009.256,0
4497.781,62,5009.381,0
4498.737,110,5009.502,0
4499.584,0,5009.629,0
4499.821,0,5009.755,0
4500.564,0,5009.877,0
4501.518,0,5010.002,0
4502.367,30,5010.127,0
4502.494,0,5010.251,0
4502.617,0,5010.372,0
4502.857,70,5010.492,0
4503.387,114,5010.618,0
4503.731,57,5010.749,0
4504.176,0,5010.878,0
4504.735,0,5010.998,0
4505.69,99,5011.12,0
4506.224,0,5011.243,0
4506.675,81,5011.364,0
4507.311,0,5011.486,0
4507.437,0,5011.606,0
4507.562,0,5011.725,0
4507.69,0,5011.845,0
4507.817,0,5011.965,0
4507.943,0,5012.087,0
4508.066,0,5012.213,0
4508.306,0,5012.333,0
4508.944,0,5012.46,0
4509.473,0,5012.58,0
4509.599,0,5012.697,0
4509.727,0,5012.818,0
4510.179,206,5012.941,0
4510.921,63,5013.066,0
4511.451,0,5013.193,0
4511.9,42,5013.311,0
4512.854,134,5013.439,0
4513.408,0,5013.564,0
4514.044,0,5013.689,0
4514.601,0,5013.813,26
4515.131,0,5013.935,101
4515.582,49,5014.054,0
4516.537,136,5014.178,0
4517.384,0,5014.298,0
4517.916,0,5014.429,0
4518.042,0,5014.556,0
4518.17,83,5014.681,0
4518.942,0,5014.802,0
4519.473,0,5014.924,0
4519.926,82,5015.046,0
4520.881,0,5015.173,0
4521.517,140,5015.295,0
4521.756,0,5015.423,0
4522.286,45,5015.548,0
4522.735,0,5015.668,0
4523.583,103,5015.791,0
4524.114,0,5015.914,0
4524.244,0,5016.041,0
4524.588,0,5016.169,0
4525.118,0,5016.294,0
4525.672,0,5016.416,67
4525.801,90,5016.536,0
4525.925,0,5016.667,0
4526.052,0,5016.789,0
4526.176,0,5016.912,0
4526.733,150,5017.036,0
4527.263,72,5017.161,0
4527.392,39,5017.281,89
4527.52,138,5017.406,0
4527.647,0,5017.532,0
4527.768,0,5017.654,0
4528.22,0,5017.779,0
4528.75,0,5017.902,0
4528.876,23,5018.029,0
4528.997,0,5018.155,0
4529.125,0,5018.28,0
4529.253,0,5018.406,0
4529.376,0,5018.531,0
4529.5,0,5018.658,0
4529.629,0,5018.79,0
4529.755,130,5018.911,0
4529.88,0,5019.035,0
4530.008,0,5019.155,0
4530.131,0,5019.284,0
4530.255,39,5019.41,174
4530.384,0,5019.53,0
4530.511,0,5019.65,0
4530.643,0,5019.776,0
4530.765,0,5019.905,0
4531.002,0,5020.038,116
4531.122,0,5020.156,0
4531.25,0,5020.281,0
4531.373,0,5020.402,0
4531.495,156,5020.528,0
4531.617,97,5020.657,0
4531.746,0,5020.783,0
4531.87,0,5020.908,0
4532,65,5021.033,0
4532.122,0,5021.159,0
4532.25,0,5021.285,0
4532.378,0,5021.411,0
4532.507,0,5021.531,0
4532.639,0,5021.658,0
4532.763,0,5021.78,0
4532.89,41,5021.91,0
4533.011,0,5022.038,184
4533.137,0,5022.17,0
4533.482,0,5022.294,0
4534.011,94,5022.421,0
4534.135,0,5022.554,0
4534.263,43,5022.671,0
4534.388,193,5022.793,0
4534.947,0,5022.92,0
4535.478,0,5023.041,0
4535.599,55,5023.162,0
4535.727,0,5023.286,0
4535.858,0,5023.409,0
4535.987,245,5023.534,0
4536.11,104,5023.662,0
4536.238,205,5023.79,67
4536.365,0,5023.916,135
4536.491,125,5024.042,59
4536.615,0,5024.17,0
4536.741,233,5024.294,127
4536.871,0,5024.414,0
